,Origin,Dest.,Transit,agg,city,DE,DIRECT,NL,PL,LT,FI,SK,ES,CZ
585,PL,SK,CZ,PLSK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
586,PL,CY,DE,PLCY,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,PL,IT,DE,PLIT,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,PT,AT,ES,PTAT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
589,PT,BE,ES,PTBE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
590,PT,BG,ES,PTBG,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
591,PT,CZ,ES,PTCZ,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
592,PT,DE,ES,PTDE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
593,PT,DK,ES,PTDK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
594,PT,EE,ES,PTEE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
595,PT,ES,ES,PTES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
596,PT,FI,ES,PTFI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
597,PT,FR,ES,PTFR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
598,PT,GB,ES,PTGB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
599,PT,GR,ES,PTGR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
600,PT,HR,ES,PTHR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
601,PT,HU,ES,PTHU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
602,PT,IE,ES,PTIE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
603,PT,LT,ES,PTLT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
604,PT,LU,ES,PTLU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
605,PT,LV,ES,PTLV,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
606,PT,NL,ES,PTNL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
607,PT,NO,ES,PTNO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
608,PT,PL,ES,PTPL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
609,PT,PT,ES,PTPT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
610,PT,RO,ES,PTRO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
611,PT,SE,ES,PTSE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
612,PT,SI,ES,PTSI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
613,PT,SK,ES,PTSK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
614,PT,CY,ES,PTCY,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
615,PT,IT,ES,PTIT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
616,RO,AT,,ROAT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,RO,BE,,ROBE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,RO,BG,,ROBG,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,RO,CZ,,ROCZ,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,RO,DE,,RODE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,RO,DK,,RODK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,RO,EE,,ROEE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,RO,ES,,ROES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,RO,FI,,ROFI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,RO,FR,,ROFR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,RO,GB,,ROGB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,RO,GR,,ROGR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,RO,HR,,ROHR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,RO,HU,,ROHU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,RO,IE,,ROIE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,RO,LT,,ROLT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,RO,LU,,ROLU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,RO,LV,,ROLV,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,RO,NL,,RONL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,RO,NO,,RONO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,RO,PL,,ROPL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,RO,PT,,ROPT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,RO,RO,,RORO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,RO,SE,,ROSE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,RO,SI,,ROSI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,RO,SK,,ROSK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,RO,CY,,ROCY,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,RO,IT,,ROIT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,SE,AT,DE,SEAT,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,SE,BE,NL,SEBE,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
646,SE,BG,DE,SEBG,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,SE,CZ,DE,SECZ,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,SE,DE,DIRECT,SEDE,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,SE,DK,DIRECT,SEDK,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,SE,EE,FI,SEEE,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
651,SE,ES,DE,SEES,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,SE,FI,DIRECT,SEFI,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,SE,FR,DE,SEFR,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,SE,GB,DE,SEGB,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,SE,GR,DE,SEGR,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,SE,HR,DE,SEHR,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,SE,HU,DE,SEHU,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,SE,IE,DE,SEIE,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,SE,LT,FI,SELT,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
660,SE,LU,DE,SELU,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,SE,LV,FI,SELV,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
662,SE,NL,DIRECT,SENL,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,SE,NO,DIRECT,SENO,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,SE,PL,DE,SEPL,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,SE,PT,DE,SEPT,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,SE,RO,DE,SERO,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,SE,SE,,SESE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,SE,SI,DE,SESI,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,SE,SK,DE,SESK,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,SE,CY,DE,SECY,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,SE,IT,DE,SEIT,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,SI,AT,DIRECT,SIAT,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,SI,BE,DE,SIBE,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,SI,BG,DE,SIBG,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,SI,CZ,DIRECT,SICZ,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,SI,DE,DIRECT,SIDE,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,SI,DK,DE,SIDK,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,SI,EE,"DE
LT",SIEE,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
679,SI,ES,DE,SIES,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,SI,FI,DE,SIFI,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,SI,FR,DE,SIFR,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,SI,GB,DE,SIGB,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,SI,GR,DE,SIGR,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,SI,HR,DE,SIHR,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,SI,HU,DIRECT,SIHU,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,SI,IE,DE,SIIE,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,SI,LT,DE,SILT,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,SI,LU,DE,SILU,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,SI,LV,"DE
LT",SILV,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
690,SI,NL,DE,SINL,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,SI,NO,,SINO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,SI,PL,DE,SIPL,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,SI,PT,DE,SIPT,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,SI,RO,DE,SIRO,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,SI,SE,DE,SISE,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,SI,SI,,SISI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,SI,SK,DIRECT,SISK,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,SI,CY,DE,SICY,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,SI,IT,DE,SIIT,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,SK,AT,,SKAT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,SK,BE,,SKBE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,SK,BG,,SKBG,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,SK,CZ,DIRECT,SKCZ,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,SK,DE,,SKDE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,SK,DK,,SKDK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,SK,EE,,SKEE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,SK,ES,,SKES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,SK,FI,,SKFI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,SK,FR,,SKFR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,SK,GB,,SKGB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,SK,GR,,SKGR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,SK,HR,,SKHR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,SK,HU,,SKHU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,SK,IE,,SKIE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,SK,LT,,SKLT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,SK,LU,,SKLU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,SK,LV,,SKLV,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718,SK,NL,,SKNL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,SK,NO,,SKNO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,SK,PL,,SKPL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,SK,PT,,SKPT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,SK,RO,,SKRO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,SK,SE,,SKSE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,SK,SI,,SKSI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,SK,SK,,SKSK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,SK,CY,,SKCY,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,SK,IT,,SKIT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,CY,AT,,CYAT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,CY,BE,,CYBE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,CY,BG,,CYBG,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,CY,CZ,,CYCZ,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,CY,DE,,CYDE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,CY,DK,,CYDK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,CY,EE,,CYEE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,CY,ES,,CYES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,CY,FI,,CYFI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,CY,FR,,CYFR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,CY,GB,,CYGB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,CY,GR,,CYGR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,CY,HR,,CYHR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,CY,HU,,CYHU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,CY,IE,,CYIE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,CY,LT,,CYLT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,CY,LU,,CYLU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,CY,LV,,CYLV,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,CY,NL,,CYNL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,CY,NO,,CYNO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,CY,PL,,CYPL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,CY,PT,,CYPT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,CY,RO,,CYRO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,CY,SE,,CYSE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,CY,SI,,CYSI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,CY,SK,,CYSK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,CY,CY,,CYCY,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,CY,IT,,CYIT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,IT,AT,,ITAT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,IT,BE,,ITBE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,IT,BG,,ITBG,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759,IT,CZ,,ITCZ,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,IT,DE,,ITDE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,IT,DK,,ITDK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,IT,EE,,ITEE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,IT,ES,,ITES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,IT,FI,,ITFI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,IT,FR,,ITFR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,IT,GB,,ITGB,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,IT,GR,,ITGR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,IT,HR,,ITHR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,IT,HU,,ITHU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,IT,IE,,ITIE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,IT,LT,,ITLT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,IT,LU,,ITLU,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,IT,LV,,ITLV,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,IT,NL,,ITNL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,IT,NO,,ITNO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,IT,PL,,ITPL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,IT,PT,,ITPT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,IT,RO,,ITRO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,IT,SE,,ITSE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,IT,SI,,ITSI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,IT,SK,,ITSK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,IT,CY,,ITCY,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,IT,IT,,ITIT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
